gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000002549,4547.44,1.8,0.11,17.07, 2.5e-65, 1.9e-64,LAP3
ENSG00000003400,866.42,-2.45,0.2,-12.31, 8.0e-35, 2.8e-34,CASP10
ENSG00000004142,4437.08,1.65,0.08,21.59,2.5e-103,4.5e-102,POLDIP2
ENSG00000004399,1356.01,-3.13,0.6,-5.17, 2.3e-07, 3.5e-07,PLXND1
ENSG00000004455,7666.14,1.69,0.06,26.74,1.4e-157,7.0e-156,AK2
ENSG00000004478,14086.04,3.45,0.13,27.02,9.2e-161,4.9e-159,FKBP4
ENSG00000004777,196.17,-3.19,0.29,-10.86, 1.8e-27, 5.4e-27,ARHGAP33
ENSG00000004779,2777.46,2.14,0.09,24.79,1.2e-135,4.3e-134,NDUFAB1
ENSG00000005022,10224.19,1.8,0.06,27.74,2.4e-169,1.5e-167,SLC25A5
ENSG00000005100,3915.3,2.09,0.08,25.93,2.7e-148,1.2e-146,DHX33
ENSG00000005206,1161.98,-2.09,0.15,-13.56, 7.2e-42, 3.1e-41,SPPL2B
ENSG00000005238,283.81,-2.87,0.31,-9.2, 3.5e-20, 8.2e-20,ATOSB
ENSG00000006025,481.6,-3.14,0.14,-22.87,1.0e-115,2.4e-114,OSBPL7
ENSG00000006282,491.98,-1.64,0.24,-6.77, 1.3e-11, 2.4e-11,SPATA20
ENSG00000006459,3169.91,-2.68,0.19,-14.03, 1.0e-44, 4.7e-44,KDM7A
ENSG00000006625,835.34,1.73,0.08,21.55,5.8e-103,1.0e-101,GGCT
ENSG00000007080,2741.93,1.97,0.12,16.72, 9.5e-63, 6.8e-62,CCDC124
ENSG00000007264,1486.8,2.52,0.25,10.17, 2.7e-24, 7.3e-24,MATK
ENSG00000008300,1073.1,1.61,0.12,13.15, 1.7e-39, 6.8e-39,CELSR3
ENSG00000008441,1273,1.95,0.14,13.96, 2.6e-44, 1.2e-43,NFIX
ENSG00000008513,2358.63,-2.3,0.21,-10.98, 4.7e-28, 1.4e-27,ST3GAL1
ENSG00000009790,3328.05,-2.82,0.17,-16.78, 3.7e-63, 2.7e-62,TRAF3IP3
ENSG00000010295,907.08,-2.81,0.21,-13.61, 3.7e-42, 1.6e-41,IFFO1
ENSG00000010327,845.39,-4.25,0.78,-5.42, 5.9e-08, 9.1e-08,STAB1
ENSG00000010404,5229.27,-2.34,0.15,-15.29, 9.1e-53, 5.1e-52,IDS
ENSG00000010610,4624.71,-2.54,0.3,-8.39, 5.0e-17, 1.1e-16,CD4
ENSG00000011304,29828.95,1.57,0.08,20.39, 2.2e-92, 3.1e-91,PTBP1
ENSG00000011485,3598.19,1.85,0.07,26.74,1.6e-157,7.9e-156,PPP5C
ENSG00000011523,886.98,-3.53,0.16,-22.32,2.3e-110,4.8e-109,CEP68
ENSG00000011590,1404.38,4.54,0.26,17.58, 3.2e-69, 2.7e-68,ZBTB32
ENSG00000012817,3434.09,-1.64,0.08,-19.4, 7.4e-84, 8.7e-83,KDM5D
ENSG00000012822,1145.43,-4.27,0.27,-15.58, 1.0e-54, 6.0e-54,CALCOCO1
ENSG00000013275,6450.84,2.11,0.09,24.26,5.8e-130,1.8e-128,PSMC4
ENSG00000013288,1634.75,-2.1,0.18,-11.59, 4.6e-31, 1.5e-30,MAN2B2
ENSG00000013374,2592.3,-1.53,0.13,-11.39, 4.6e-30, 1.4e-29,NUB1
ENSG00000013441,3816.45,-1.51,0.1,-15.09, 2.0e-51, 1.1e-50,CLK1
ENSG00000013503,1330.78,2.09,0.11,19.57, 2.7e-85, 3.3e-84,POLR3B
ENSG00000013619,1101.4,4.72,0.19,25.16,1.1e-139,4.1e-138,MAMLD1
ENSG00000013810,2312.28,-1.68,0.09,-17.81, 5.8e-71, 5.1e-70,TACC3
ENSG00000015133,4706.05,-1.72,0.1,-17.71, 3.7e-70, 3.2e-69,CCDC88C
ENSG00000017483,5940.46,3.87,0.13,29.17,4.8e-187,4.3e-185,SLC38A5
ENSG00000018189,537.05,-1.84,0.16,-11.4, 4.0e-30, 1.2e-29,RUFY3
ENSG00000018510,4119.74,1.51,0.12,12.6, 2.0e-36, 7.5e-36,AGPS
ENSG00000018699,2616.78,1.99,0.07,26.81,2.8e-158,1.4e-156,TTC27
ENSG00000020426,621.55,1.66,0.12,13.45, 3.3e-41, 1.4e-40,MNAT1
ENSG00000020577,717.31,3.2,0.2,15.97, 2.0e-57, 1.3e-56,SAMD4A
ENSG00000021355,1857.75,-1.97,0.21,-9.22, 2.9e-20, 6.8e-20,SERPINB1
ENSG00000023734,7364.46,2.02,0.09,22.54,1.5e-112,3.4e-111,STRAP
ENSG00000023892,3146.19,-2.68,0.11,-23.58,6.7e-123,1.8e-121,DEF6
ENSG00000023902,2502.39,-2.98,0.23,-13.06, 5.7e-39, 2.2e-38,PLEKHO1
ENSG00000023909,2382.32,1.7,0.11,15.29, 8.3e-53, 4.7e-52,GCLM
ENSG00000024862,326.9,-1.97,0.18,-10.95, 6.6e-28, 2.0e-27,CCDC28A
ENSG00000025772,2579.03,2.53,0.1,24.27,4.4e-130,1.4e-128,TOMM34
ENSG00000026103,2856.6,1.71,0.15,11.27, 1.9e-29, 5.8e-29,FAS
ENSG00000026297,1442.35,-2.32,0.22,-10.71, 9.4e-27, 2.7e-26,RNASET2
ENSG00000026751,4179.4,1.8,0.41,4.41, 1.0e-05, 1.4e-05,SLAMF7
ENSG00000026950,2534.49,-3.46,0.16,-22.19,3.9e-109,8.0e-108,BTN3A1
ENSG00000027869,3887.54,1.95,0.17,11.25, 2.3e-29, 7.2e-29,SH2D2A
ENSG00000029153,373.41,2.21,0.21,10.38, 3.1e-25, 8.6e-25,BMAL2
ENSG00000029993,285.96,2.29,0.13,17.64, 1.2e-69, 1.1e-68,HMGB3
ENSG00000030582,3791.14,-2.6,0.66,-3.95, 7.7e-05, 1.0e-04,GRN
ENSG00000031081,2294.04,2.22,0.22,10.12, 4.7e-24, 1.2e-23,ARHGAP31
ENSG00000032219,1425.1,-1.76,0.08,-21.07, 1.4e-98, 2.3e-97,ARID4A
ENSG00000033050,9506.56,2.33,0.09,25.21,3.0e-140,1.1e-138,ABCF2
ENSG00000033327,725.22,-2.91,0.32,-9.09, 9.8e-20, 2.3e-19,GAB2
ENSG00000034053,1128.88,-2.61,0.12,-22.13,1.6e-108,3.3e-107,APBA2
ENSG00000034152,6495.02,1.65,0.1,15.8, 3.0e-56, 1.8e-55,MAP2K3
ENSG00000035499,52.73,1.84,0.25,7.51, 5.9e-14, 1.2e-13,DEPDC1B
ENSG00000035862,676.77,-5.14,0.85,-6.02, 1.7e-09, 2.9e-09,TIMP2
ENSG00000037241,818.7,2.07,0.14,14.52, 9.5e-48, 4.8e-47,RPL26L1
ENSG00000037757,892.34,-1.68,0.09,-18.07, 5.1e-73, 4.6e-72,MRI1
ENSG00000037897,1350.28,3.63,0.14,26.09,4.5e-150,2.0e-148,METTL1
ENSG00000039319,611.18,-2.2,0.31,-7.08, 1.4e-12, 2.7e-12,ZFYVE16
ENSG00000040933,2565.28,-2.21,0.14,-16.13, 1.6e-58, 1.1e-57,INPP4A
ENSG00000041357,6653.22,1.59,0.12,13.48, 2.0e-41, 8.2e-41,PSMA4
ENSG00000042493,1383.14,-3.37,0.69,-4.88, 1.1e-06, 1.6e-06,CAPG
ENSG00000044574,44858.12,2.34,0.12,20.18, 1.3e-90, 1.8e-89,HSPA5
ENSG00000046651,2349.56,-1.54,0.12,-13.16, 1.4e-39, 5.8e-39,OFD1
ENSG00000047056,1392.32,-1.54,0.1,-15.07, 2.6e-51, 1.4e-50,WDR37
ENSG00000047346,797.09,-3.92,0.22,-18.05, 7.8e-73, 7.0e-72,ATOSA
ENSG00000047644,1486.41,-1.59,0.13,-12.62, 1.7e-36, 6.1e-36,WWC3
ENSG00000048028,354.42,-2.35,0.23,-10.17, 2.6e-24, 7.1e-24,USP28
ENSG00000048162,3944.33,3.55,0.1,34.44,7.2e-260,2.2e-257,NOP16
ENSG00000048471,853.22,-1.6,0.28,-5.75, 8.8e-09, 1.4e-08,SNX29
ENSG00000049239,1939.14,-1.86,0.15,-12.24, 2.0e-34, 7.0e-34,H6PD
ENSG00000049249,9085.71,7.45,0.25,29.77,9.9e-195,1.0e-192,TNFRSF9
ENSG00000049449,2107.58,3.23,0.1,31.89,4.3e-223,6.9e-221,RCN1
ENSG00000050344,3107.08,1.55,0.12,12.86, 7.2e-38, 2.7e-37,NFE2L3
ENSG00000051108,6976.3,1.84,0.15,12.64, 1.2e-36, 4.6e-36,HERPUD1
ENSG00000051180,160.05,1.57,0.14,11.01, 3.5e-28, 1.1e-27,RAD51
ENSG00000051523,2089.47,-2.39,0.27,-8.9, 5.6e-19, 1.3e-18,CYBA
ENSG00000051620,978.08,-2.58,0.14,-18.59, 4.1e-77, 4.2e-76,HEBP2
ENSG00000052749,8052.78,3.88,0.12,32.53,3.6e-232,6.7e-230,RRP12
ENSG00000053371,361.93,-1.58,0.22,-7.13, 9.9e-13, 1.8e-12,AKR7A2
ENSG00000053372,7098.61,3.46,0.1,35.79,1.6e-280,7.0e-278,MRTO4
ENSG00000054654,8817.98,-3.1,0.23,-13.38, 8.0e-41, 3.3e-40,SYNE2
ENSG00000054965,1351.24,-1.64,0.12,-14.03, 1.0e-44, 4.6e-44,FAM168A
ENSG00000055044,14140.34,2.15,0.1,21.95,9.1e-107,1.8e-105,NOP58
ENSG00000057657,4981.88,2.41,0.17,14.42, 4.0e-47, 2.0e-46,PRDM1
ENSG00000058453,1224.33,-1.76,0.14,-12.88, 5.6e-38, 2.2e-37,CROCC
ENSG00000058668,4778.65,-3.46,0.38,-9.13, 6.7e-20, 1.6e-19,ATP2B4
ENSG00000058804,3377.03,1.88,0.11,16.41, 1.7e-60, 1.2e-59,NDC1
ENSG00000059122,2044.31,-1.57,0.1,-15.71, 1.3e-55, 7.8e-55,FLYWCH1
ENSG00000059378,2440.04,-2.02,0.22,-8.98, 2.8e-19, 6.4e-19,PARP12
ENSG00000059573,4811.52,2.02,0.1,19.88, 5.7e-88, 7.2e-87,ALDH18A1
ENSG00000060138,4241.57,2.97,0.24,12.15, 5.9e-34, 2.1e-33,YBX3
ENSG00000060982,1766.56,2.42,0.34,7.14, 9.2e-13, 1.7e-12,BCAT1
ENSG00000061794,3187.18,1.74,0.09,18.78, 1.2e-78, 1.2e-77,MRPS35
ENSG00000061938,3006.4,-2.39,0.19,-12.37, 3.8e-35, 1.4e-34,TNK2
ENSG00000063241,1019.11,2.15,0.11,20.09, 8.6e-90, 1.1e-88,ISOC2
ENSG00000063854,758.74,-1.7,0.15,-11.04, 2.4e-28, 7.1e-28,HAGH
ENSG00000064012,3509.94,-2.26,0.13,-17.83, 3.9e-71, 3.4e-70,CASP8
ENSG00000064547,636.11,-2.27,0.15,-14.99, 8.4e-51, 4.5e-50,LPAR2
ENSG00000064666,2284.37,-2.59,0.13,-19.4, 7.2e-84, 8.5e-83,CNN2
ENSG00000064687,1585.76,-5.36,0.34,-15.81, 2.8e-56, 1.7e-55,ABCA7
ENSG00000065150,16274.84,1.97,0.1,18.93, 6.7e-80, 7.1e-79,IPO5
ENSG00000065183,5985.85,2.3,0.09,24.69,1.4e-134,4.7e-133,WDR3
ENSG00000065268,2604.27,1.9,0.11,17.79, 9.0e-71, 7.9e-70,WDR18
ENSG00000065308,364.51,-2.18,0.2,-11, 3.6e-28, 1.1e-27,TRAM2
ENSG00000065328,287.44,5.44,0.26,21, 7.1e-98, 1.1e-96,MCM10
ENSG00000065357,6759.05,-2.75,0.16,-17.28, 7.0e-67, 5.6e-66,DGKA
ENSG00000065427,14872.62,1.77,0.09,20.14, 3.2e-90, 4.3e-89,KARS1
ENSG00000065485,1226.3,3.67,0.17,21.29,1.4e-100, 2.3e-99,PDIA5
ENSG00000065675,1789.26,-1.61,0.14,-11.58, 5.4e-31, 1.7e-30,PRKCQ
ENSG00000065911,16317.1,4.48,0.16,27.63,4.6e-168,2.7e-166,MTHFD2
ENSG00000065978,53570.35,2.08,0.11,18.74, 2.2e-78, 2.3e-77,YBX1
ENSG00000065989,198.08,-1.74,0.32,-5.42, 5.8e-08, 9.0e-08,PDE4A
ENSG00000066294,2475.98,-2.1,0.33,-6.38, 1.8e-10, 3.1e-10,CD84
ENSG00000066923,248.18,-2.27,0.19,-11.96, 5.6e-33, 1.9e-32,STAG3
ENSG00000067057,11500.69,2.09,0.11,18.94, 5.4e-80, 5.8e-79,PFKP
ENSG00000067208,991.92,2.73,0.37,7.31, 2.8e-13, 5.2e-13,EVI5
ENSG00000067225,81917.68,2.27,0.13,17.06, 3.1e-65, 2.4e-64,PKM
ENSG00000067533,3433.05,2.32,0.1,23.77,7.0e-125,2.0e-123,RRP15
ENSG00000068366,5368.06,1.92,0.11,18.05, 7.4e-73, 6.7e-72,ACSL4
ENSG00000068654,9598.99,2.4,0.1,23.81,2.9e-125,8.3e-124,POLR1A
ENSG00000068831,2398.3,-5.69,0.25,-22.78,6.8e-115,1.6e-113,RASGRP2
ENSG00000069702,1111.04,-2.24,0.21,-10.8, 3.4e-27, 9.9e-27,TGFBR3
ENSG00000069849,9336.86,2.79,0.11,25.42,1.4e-142,5.4e-141,ATP1B3
ENSG00000069956,5600.67,2.04,0.11,19.38, 1.1e-83, 1.3e-82,MAPK6
ENSG00000069966,499.5,-2.79,0.13,-20.86, 1.3e-96, 1.9e-95,GNB5
ENSG00000070081,799.76,-1.91,0.16,-11.79, 4.5e-32, 1.5e-31,NUCB2
ENSG00000070214,717.93,-1.64,0.16,-10.2, 1.9e-24, 5.1e-24,SLC44A1
ENSG00000070540,206.18,-1.79,0.35,-5.07, 3.9e-07, 5.9e-07,WIPI1
ENSG00000070669,8796.92,2.51,0.15,16.7, 1.4e-62, 9.8e-62,ASNS
ENSG00000070785,1754.67,2.45,0.08,28.98,1.3e-184,1.1e-182,EIF2B3
ENSG00000070814,9973.72,1.58,0.1,16.45, 8.2e-61, 5.7e-60,TCOF1
ENSG00000071073,3550.31,-1.82,0.16,-11.02, 3.0e-28, 9.1e-28,MGAT4A
ENSG00000071242,1074.56,-1.59,0.28,-5.62, 1.9e-08, 3.0e-08,RPS6KA2
ENSG00000071462,4211.99,1.52,0.08,18.22, 3.6e-74, 3.4e-73,BUD23
ENSG00000071539,332.16,4.05,0.15,26.27,4.0e-152,1.8e-150,TRIP13
ENSG00000071575,1656.19,-2.3,0.17,-13.31, 2.0e-40, 8.2e-40,TRIB2
ENSG00000072210,945.53,-1.67,0.21,-7.9, 2.7e-15, 5.5e-15,ALDH3A2
ENSG00000072274,29640.25,3.5,0.11,30.72,3.2e-207,4.1e-205,TFRC
ENSG00000072506,2173.45,1.79,0.11,16.1, 2.5e-58, 1.6e-57,HSD17B10
ENSG00000072571,93.29,2.3,0.24,9.52, 1.8e-21, 4.4e-21,HMMR
ENSG00000072786,5875.06,-1.77,0.12,-15.14, 9.2e-52, 5.1e-51,STK10
ENSG00000072818,2476.47,-2.85,0.18,-15.43, 1.0e-53, 6.0e-53,ACAP1
ENSG00000072858,1003.92,-2.3,0.15,-15.23, 2.3e-52, 1.3e-51,SIDT1
ENSG00000073060,1010.61,1.57,0.39,4.01, 6.0e-05, 8.2e-05,SCARB1
ENSG00000073111,5098.68,3.23,0.1,33.21,6.7e-242,1.4e-239,MCM2
ENSG00000073536,2037.08,1.98,0.11,18.05, 7.3e-73, 6.6e-72,NLE1
ENSG00000073605,885.59,-2.26,0.19,-12.22, 2.3e-34, 8.2e-34,GSDMB
ENSG00000073861,6561.8,3.92,0.3,13.22, 7.1e-40, 2.9e-39,TBX21
ENSG00000074266,4407.14,2.4,0.12,20.52, 1.5e-93, 2.1e-92,EED
ENSG00000074370,3990.8,-2.56,0.16,-16.04, 7.0e-58, 4.5e-57,ATP2A3
ENSG00000074695,9316.28,1.87,0.11,16.87, 7.2e-64, 5.4e-63,LMAN1
ENSG00000074706,1783.06,-2.43,0.24,-9.98, 1.9e-23, 4.9e-23,IPCEF1
ENSG00000074800,117334.09,3.2,0.13,25.45,7.7e-143,3.0e-141,ENO1
ENSG00000074842,2755.3,1.81,0.12,14.54, 7.1e-48, 3.6e-47,MYDGF
ENSG00000074855,501.95,-3.2,0.18,-17.8, 7.4e-71, 6.4e-70,ANO8
ENSG00000074966,385.82,-3.53,0.31,-11.38, 5.1e-30, 1.6e-29,TXK
ENSG00000075131,1284.27,2.94,0.12,24.63,5.9e-134,2.0e-132,TIPIN
ENSG00000075151,3696.28,1.52,0.1,15.36, 3.0e-53, 1.7e-52,EIF4G3
ENSG00000075426,4613.47,1.99,0.19,10.23, 1.4e-24, 3.8e-24,FOSL2
ENSG00000075618,2795.29,1.67,0.23,7.38, 1.5e-13, 3.0e-13,FSCN1
ENSG00000075826,651.82,-2.74,0.16,-17.52, 9.7e-69, 8.1e-68,SEC31B
ENSG00000075884,1334.15,-1.99,0.14,-14.43, 3.2e-47, 1.6e-46,ARHGAP15
ENSG00000076003,6827.17,1.82,0.09,21.15, 3.0e-99, 4.9e-98,MCM6
ENSG00000076555,377.43,-4.58,0.26,-17.36, 1.8e-67, 1.4e-66,ACACB
ENSG00000076604,5478.82,3.89,0.12,33.59,2.1e-247,4.9e-245,TRAF4
ENSG00000076662,358.23,-2.11,0.13,-16.4, 2.0e-60, 1.3e-59,ICAM3
ENSG00000076928,9884.82,-2.36,0.12,-19.14, 1.1e-81, 1.3e-80,ARHGEF1
ENSG00000077150,13111.93,2.01,0.11,18.72, 3.3e-78, 3.4e-77,NFKB2
ENSG00000077152,399.29,2.05,0.13,15.71, 1.2e-55, 7.4e-55,UBE2T
ENSG00000077157,652.04,-1.84,0.09,-20.28, 1.8e-91, 2.5e-90,PPP1R12B
ENSG00000077312,4697.63,1.54,0.09,17.38, 1.2e-67, 9.4e-67,SNRPA
ENSG00000077348,937.04,1.67,0.12,13.89, 7.5e-44, 3.4e-43,EXOSC5
ENSG00000077454,946.34,-2.63,0.14,-19.1, 2.4e-81, 2.7e-80,LRCH4
ENSG00000078081,3620.77,1.87,0.36,5.13, 2.9e-07, 4.4e-07,LAMP3
ENSG00000078304,8114.37,-1.63,0.09,-18.29, 1.0e-74, 9.8e-74,PPP2R5C
ENSG00000078589,907.36,-2.82,0.16,-18.16, 1.1e-73, 1.0e-72,P2RY10
ENSG00000078687,2190.74,-1.55,0.09,-17.55, 6.4e-69, 5.4e-68,TNRC6C
ENSG00000078699,1357.79,-2.39,0.1,-23.4,4.5e-121,1.2e-119,CBFA2T2
ENSG00000079308,320.62,-2.52,0.7,-3.58, 3.4e-04, 4.4e-04,TNS1
ENSG00000079335,823.42,-2.51,0.14,-18.03, 1.2e-72, 1.1e-71,CDC14A
ENSG00000079785,6488.77,1.7,0.08,20.71, 2.6e-95, 3.9e-94,DDX1
ENSG00000079950,674.51,-1.66,0.3,-5.53, 3.1e-08, 4.9e-08,STX7
ENSG00000080546,450.85,-2.22,0.11,-20.93, 2.7e-97, 4.2e-96,SESN1
ENSG00000080608,6708.53,3.16,0.1,31.45,4.8e-217,6.8e-215,PUM3
ENSG00000080824,101803.73,2.7,0.13,21.09, 9.1e-99, 1.5e-97,HSP90AA1
ENSG00000081059,10537.56,-2.67,0.12,-21.56,4.2e-103,7.5e-102,TCF7
ENSG00000081386,540.85,-1.82,0.11,-17.02, 5.4e-65, 4.1e-64,ZNF510
ENSG00000081665,899.29,-1.8,0.12,-14.44, 2.8e-47, 1.4e-46,ZNF506
ENSG00000081985,5190.83,5.23,0.21,24.51,1.3e-132,4.1e-131,IL12RB2
ENSG00000082074,6555.54,-3.22,0.15,-21.96,7.2e-107,1.4e-105,FYB1
ENSG00000082153,10140.76,1.97,0.1,19.25, 1.5e-82, 1.8e-81,BZW1
ENSG00000082512,1619.36,-2.17,0.1,-20.97, 1.1e-97, 1.7e-96,TRAF5
ENSG00000082516,3199.27,1.6,0.08,20.45, 5.9e-93, 8.4e-92,GEMIN5
ENSG00000083097,867.98,-1.77,0.17,-10.65, 1.7e-26, 4.8e-26,DOP1A
ENSG00000083635,1106,2.25,0.09,24.68,1.8e-134,6.2e-133,NUFIP1
ENSG00000084073,3698.9,1.97,0.15,13.39, 6.5e-41, 2.7e-40,ZMPSTE24
ENSG00000084623,9745.19,1.82,0.08,22.78,6.5e-115,1.5e-113,EIF3I
ENSG00000084774,10141.96,1.84,0.09,21.15, 2.9e-99, 4.7e-98,CAD
ENSG00000085117,9550.71,2.12,0.24,8.94, 3.8e-19, 8.8e-19,CD82
ENSG00000085231,1859.01,2.42,0.19,12.67, 8.4e-37, 3.1e-36,AK6
ENSG00000085415,5265.54,2.85,0.08,34.02,1.0e-253,2.7e-251,SEH1L
ENSG00000085733,1529.19,5.46,0.13,42.75, 0.0e+00, 0.0e+00,CTTN
ENSG00000085840,561.75,2.39,0.1,23.23,2.1e-119,5.4e-118,ORC1
ENSG00000086061,19206.51,3.18,0.12,27.06,2.7e-161,1.4e-159,DNAJA1
ENSG00000086200,1894.43,2.28,0.13,17.99, 2.2e-72, 1.9e-71,IPO11
ENSG00000086758,64165.43,2.38,0.09,25.95,2.0e-148,8.8e-147,HUWE1
ENSG00000087053,2521.83,1.98,0.09,21.34,4.4e-101,7.6e-100,MTMR2
ENSG00000087269,10646.86,2.33,0.08,28.53,5.7e-179,4.2e-177,NOP14
ENSG00000087586,228.1,1.73,0.16,11.04, 2.5e-28, 7.6e-28,AURKA
ENSG00000088179,1034.26,-1.6,0.09,-17.11, 1.2e-65, 8.9e-65,PTPN4
ENSG00000088325,204.91,1.53,0.24,6.41, 1.5e-10, 2.6e-10,TPX2
ENSG00000088387,3861.02,-2.6,0.2,-13.27, 3.3e-40, 1.3e-39,DOCK9
ENSG00000088766,2372.61,1.62,0.12,13.65, 2.1e-42, 9.1e-42,CRLS1
ENSG00000088899,560.41,-4.62,0.28,-16.75, 5.4e-63, 3.9e-62,LZTS3
ENSG00000088970,484.29,-2.43,0.1,-24.13,1.3e-128,4.0e-127,KIZ
ENSG00000089048,3496.04,1.86,0.11,17.34, 2.5e-67, 2.1e-66,ESF1
ENSG00000089060,1172.69,-2.86,0.23,-12.56, 3.5e-36, 1.3e-35,SLC8B1
ENSG00000089335,1179.89,-1.56,0.09,-16.88, 6.6e-64, 4.9e-63,ZNF302
ENSG00000089639,2565.27,-1.85,0.15,-12.02, 2.8e-33, 9.5e-33,GMIP
ENSG00000089692,1195.96,2.31,0.21,10.89, 1.2e-27, 3.6e-27,LAG3
ENSG00000089775,1536.34,-2.51,0.08,-29.99,1.2e-197,1.3e-195,ZBTB25
ENSG00000089820,3252.71,-2.13,0.16,-13.38, 7.8e-41, 3.2e-40,ARHGAP4
