Approved symbol,DMSO_1,DMSO_2,DMSO_3,MG132_1,MG132_2,MG132_3,BRD1732_1,BRD1732_2,BRD1732_3,BRD1732_1um
FBXO11,4.47732,4.41297,4.55981,9.00691,9.30712,9.55626,16.9177,17.0418,18.1397,6.58044
POLD4,9.9843,8.5723,8.98556,8.10077,7.49437,4.47655,14.7589,10.7546,11.9945,14.8781
IMP3,7.68229,7.53794,7.66036,7.4214,7.2691,7.81686,12.9937,13.8513,15.1941,12.573
AMBRA1,6.49394,6.44253,6.50218,8.15122,8.61891,8.29315,15.8273,14.8304,16.1365,8.70386
B3GNT2,7.2093,6.4238,7.0466,7.65805,8.72893,7.93088,15.9188,13.3455,16.1271,9.61099
ZSCAN25,4.83443,4.89635,5.54002,8.39735,9.49391,9.40017,16.3536,16.6334,17.8913,6.55957
POLR2A,5.5658,5.80596,5.82078,8.56071,8.65927,9.13305,16.2883,15.9498,16.8853,7.33102
UBN2,8.46891,8.89798,9.06076,7.02652,7.29549,7.26251,13.01,13.0722,14.1224,11.7833
ASB7,5.51062,5.96856,5.72432,8.30767,8.59473,9.33873,16.1838,15.6262,17.0263,7.71913
RRP15,8.14431,8.12453,8.15235,7.48681,7.51934,7.44462,13.5191,13.6167,14.6387,11.3536
GTF2B,6.54329,6.47878,6.70722,8.26207,8.63124,8.5184,16.1347,14.8112,16.3353,7.57778
ZNF326,9.68481,8.08007,9.05758,7.15179,6.8635,7.14898,13.1717,13.0111,13.1566,12.6738
FBXO28,4.39135,4.43262,4.77415,8.91321,8.9168,9.29452,14.9677,16.7843,18.6599,8.86536
PLAU,3.74695,3.66745,3.8993,8.49175,9.16429,9.62145,16.4481,16.4008,17.8368,10.7232
TERF1,4.91522,4.87489,4.76124,9.18315,8.93115,9.27613,16.6645,16.6512,17.5774,7.16514
HSF2,3.72485,4.04356,3.81406,9.34134,9.39427,10.1485,17.1364,17.6652,18.7823,5.94945
SHPRH,8.16882,9.22759,8.84873,6.94818,7.42387,7.53557,12.8472,13.7058,14.0849,11.2095
TTK,10.6694,11.2475,10.8599,6.33914,6.4809,6.32612,11.9257,12.1633,11.4128,12.5753
SLC2A3,5.79686,6.10627,6.01115,8.2018,9.01082,9.03503,15.8231,15.49,17.2946,7.23035
NOP58,6.87309,6.4219,6.76255,7.97765,8.3619,8.35148,14.8983,14.5975,16.2277,9.52793
SMARCD3,6.8506,6.79059,6.9442,8.07459,8.70015,8.29182,15.2294,14.948,16.2308,7.93985
SLF2,4.38406,4.18546,4.30696,9.45495,9.11772,9.23477,17.6791,15.809,17.9649,7.86305
KLHL15,2.34518,2.4312,2.49253,9.41377,10.3366,11.1328,18.0695,18.7287,20.339,4.71071
KATNIP,7.31641,5.94198,6.69532,10.0653,6.57481,7.9876,21.6071,10.3772,13.5105,9.92379
ZBTB17,5.39694,5.87213,5.40365,8.23284,8.41382,8.97983,15.5745,15.5639,16.1684,10.394
DUSP11,8.35976,8.25878,8.03399,7.51811,7.62804,8.16463,13.7434,13.8372,15.431,9.02512
ZBTB43,5.04928,4.808,5.29193,8.82181,9.49688,8.81541,15.2578,16.3581,18.3376,7.76324
BUD23,6.48823,6.90322,6.57758,7.89748,9.11822,8.57963,13.9869,16.0303,17.0771,7.34131
DCAF1,7.58979,7.26571,7.59151,7.62336,7.97648,8.21979,14.358,14.3382,15.126,9.91108
NUFIP1,5.73541,5.8791,6.09763,8.5173,7.79971,9.13352,15.7495,15.1617,15.9067,10.0195
CLPX,11.2,11.8682,11.2494,6.19898,6.29352,6.23481,11.3575,10.9857,12.0658,12.5461
LYAR,8.60972,8.09168,8.34526,7.47241,7.76445,7.37049,14.4062,13.1672,13.896,10.8766
PAK1IP1,7.74246,7.93504,7.04604,8.19596,7.60058,7.84722,14.9925,13.3018,15.0677,10.2707
CETN3,8.7688,9.11713,8.6875,7.48532,7.91183,7.96986,13.8773,14.4782,14.4235,7.2805
SCAF4,7.9493,7.38492,7.76993,7.80313,7.9991,7.848,14.3377,13.8573,15.0472,10.0035
RBM28,7.22335,7.34087,7.41875,7.90488,7.92991,8.11372,14.0204,14.6204,15.124,10.3037
PNO1,6.62007,6.30454,6.65079,8.20395,8.57527,8.96123,15.2608,15.3274,16.4501,7.64591
LEMD3,8.22462,8.55515,8.39009,7.49382,7.5557,7.94004,13.513,13.624,14.873,9.83064
ZKSCAN8,5.39615,6.05863,5.73968,8.86989,8.86107,8.96289,15.5979,15.8391,17.3264,7.34833
RNF11,7.43834,5.08608,5.47331,9.9367,9.13726,8.36544,18.4066,14.3152,17.3964,4.44469
RNF5,7.67649,8.18832,7.63273,7.64279,7.76752,7.89519,12.944,14.1912,15.4161,10.6457
ZNF512,8.27537,8.47954,8.16759,7.53557,7.80172,7.47764,13.6792,13.3248,14.5865,10.6721
NOM1,8.65214,8.97543,8.64673,7.54806,7.05615,7.50416,12.586,13.3949,14.3052,11.3312
LRRC4B,11.2041,12.5587,11.6191,6.08061,6.19659,6.33537,11.2041,10.842,11.8417,12.1177
KCTD9,5.73118,5.88506,5.87626,8.57458,8.72449,9.16958,15.802,15.9549,16.356,7.92601
OTUD5,3.20268,3.0946,3.35625,9.41488,9.8307,10.3004,18.0278,17.134,18.4232,7.21544
TIMP1,10.7696,11.8321,10.4069,6.29781,6.40158,6.58984,11.1695,11.329,12.4533,12.7504
SMURF1,4.35326,4.13513,4.05188,9.5041,9.38582,10.1905,18.0276,15.5516,19.0557,5.74445
CREM,1.39153,0.997858,1.63016,10.6446,10.55,11.4768,19.8675,19.9491,19.2919,4.20048
BRPF3,5.90099,6.87424,6.35404,8.22343,8.05793,9.27247,14.157,16.084,15.9318,9.14421
DDX41,8.78985,8.29062,8.73413,7.34183,7.56799,7.60341,13.3875,13.0163,14.2687,10.9996
ZMYM4,9.28817,9.1935,9.04476,7.17485,7.14169,7.33221,12.4985,12.7824,13.7245,11.8194
XAB2,6.7409,6.26036,6.50822,8.37003,8.71239,8.46368,15.553,14.7971,15.6315,8.96275
BCKDHA,10.028,11.0687,10.5274,6.28014,7.16792,7.14275,11.7367,12.0162,13.2975,10.7346
RBBP6,7.58804,6.88717,7.57639,7.91351,8.49577,8.09985,15.0799,13.8268,15.1541,9.37847
FLVCR1,8.33781,8.26013,8.71987,7.24961,7.75033,7.64858,13.7248,12.833,14.0722,11.4037
MLLT3,8.35992,8.33815,8.74823,7.52065,7.97515,7.3833,13.3828,13.7137,13.9435,10.6345
TEAD3,6.11041,6.92598,7.50531,8.15851,8.40439,7.86818,14.3021,14.5751,14.912,11.2381
ITPRID2,9.04769,9.731,9.23264,8.45758,6.58373,6.79118,13.7259,12.5919,12.8071,11.0313
SLF1,5.7743,6.13858,6.02591,8.10768,8.48963,9.28267,14.9859,14.7402,16.5578,9.89732
C17orf80,7.22111,6.80836,7.36213,7.88761,8.71515,8.34723,14.9015,14.1687,15.5482,9.04009
UTP23,6.01274,7.18488,5.92046,7.85965,9.34878,9.03512,15.665,13.6975,17.5448,7.73104
AGER,10.3307,10.5787,10.2536,5.89933,7.13659,7.13974,10.2873,13.0644,12.6956,12.614
MAX,6.08415,5.5842,6.83749,8.50174,9.1111,8.88007,14.551,15.4818,17.1536,7.81484
SS18L2,9.50804,9.30472,7.88245,7.77898,7.29087,7.95903,13.4196,13.1255,14.4558,9.27502
BTRC,5.55017,6.63144,6.77376,6.99537,10.4986,8.81825,15.6118,14.1469,17.0805,7.89322
URB1,8.51217,8.34205,8.6123,7.42719,7.83695,7.66891,13.0951,13.262,14.4418,10.8016
VIRMA,5.60529,5.08227,5.64968,8.83048,9.36573,9.02175,15.8369,15.5787,17.0023,8.02694
SLC25A44,7.17856,7.58311,7.38,8.32084,8.3791,8.43863,13.949,14.7206,16.0288,8.02135
MED25,9.30381,8.87788,9.24754,7.37351,7.76588,7.33324,12.7833,13.3352,13.7665,10.2131
SDF2,7.67377,8.07961,7.9207,7.65458,8.58863,8.11548,13.7808,13.6518,15.7473,8.78736
NOL6,7.29431,7.02034,7.03417,8.05487,8.44545,8.65634,14.2423,14.8611,15.4839,8.90726
ZNF281,7.44131,6.48243,6.90253,8.28581,8.73277,8.08963,15.1072,13.977,15.4172,9.5641
PHC3,8.46242,8.50396,8.76547,7.0149,8.00715,7.66588,13.4046,12.2263,14.5617,11.3876
ZBTB5,3.95675,4.23881,4.01845,9.8112,10.5797,9.39377,19.3994,16.2473,17.0888,5.26588
DIMT1,7.95866,8.24688,8.01926,7.82788,8.10847,8.28951,14.051,14.157,14.6513,8.69006
RFWD3,3.9127,4.18485,4.30315,9.5157,9.94932,10.0955,16.8829,16.6001,18.7868,5.76901
DDX27,5.66195,5.13677,5.63979,8.95661,9.18763,9.27939,15.9722,15.4559,16.9998,7.70996
DDX21,6.65964,6.87574,6.89749,8.28769,8.30182,8.59438,14.4756,14.6171,15.3746,9.91598
NEU1,11.3476,11.7283,11.3789,6.61736,6.96089,6.29771,11.7339,10.7658,12.5943,10.5753
YPEL5,4.19158,4.47235,4.28744,9.61759,9.59079,10.2457,17.3104,16.8138,17.8691,5.60126
USP22,8.08561,8.6058,8.23002,7.7183,8.5268,8.08099,14.5903,13.0722,15.2607,7.82923
ERAL1,12.3236,11.3336,11.3679,6.21072,6.08282,6.0084,10.8829,10.0373,11.368,14.3847
NOP56,7.08679,7.30887,7.01838,7.80222,8.53876,8.39452,13.6365,13.8707,16.1274,10.2159
CCDC86,5.01178,5.65177,5.82381,8.37807,9.21978,9.60334,14.8005,16.2106,16.8406,8.45968
CREB1,5.36091,6.51266,6.39989,9.15244,8.00667,9.34877,14.8388,17.0519,14.7288,8.59926
TWNK,7.00029,8.36294,7.50823,7.61176,8.41999,8.89798,12.7742,14.3697,16.6663,8.38862
BTBD10,4.33495,4.90111,4.46196,9.74722,9.17959,9.88278,16.7443,17.5029,16.3425,6.90268
CXCL5,6.49991,6.97472,6.42801,8.87634,7.90348,9.10924,15.3932,14.7096,15.3385,8.76707
SF3B4,8.03,4.56727,6.82609,9.51668,8.38869,8.16853,19.3146,13.5099,12.9398,8.73843
BYSL,6.91227,6.92607,6.61121,8.56595,8.57141,8.50699,15.5897,14.4399,14.941,8.93557
RBL2,8.53899,8.41397,8.62846,7.44738,7.97264,7.58166,12.3267,14.1863,13.8081,11.0958
TCAF1,8.71414,8.43161,8.71948,7.44639,7.89986,7.76124,13.5695,13.6129,13.3235,10.5214
CDK9,9.36034,9.48391,9.10579,7.47593,7.34671,7.54772,12.9086,13.1067,13.1873,10.477
NOL10,7.28191,7.41978,7.36716,7.77599,7.3367,8.31396,13.0225,13.679,14.3375,13.4654
SMARCD1,6.35745,6.26306,6.53812,8.67082,8.6085,8.98287,15.1821,15.0044,15.7736,8.61916
NOB1,10.3428,10.7527,10.7531,7.17551,7.21396,7.30472,12.3947,13.0725,12.445,8.545
NXT2,7.78815,7.74346,7.35731,8.26444,7.84136,8.42121,13.5028,14.9187,14.4352,9.72736
MSL3,8.03869,8.31261,8.11894,7.65653,8.01558,8.05036,13.0584,14.2324,14.135,10.3816
POM121,9.63846,8.37195,7.77903,7.44018,8.46848,7.33785,14.4249,12.8314,13.3135,10.3941
RAD54L,6.67611,8.51919,7.07898,7.53242,7.83694,9.23075,13.1123,13.312,16.4973,10.2041
DCAF12,4.57973,3.69527,4.69877,9.9278,10.139,9.53763,19.0577,15.6253,16.9091,5.82966
PGBD2,7.70972,9.08976,9.22448,8.13321,7.7815,7.28688,13.9445,13.7365,12.7459,10.3476
WDR12,8.79784,8.83664,8.03402,7.99355,7.28536,7.86033,13.4396,13.0934,13.7655,10.8938
SAP130,7.51075,8.34328,7.76388,7.94486,8.18674,8.2626,13.9746,13.3629,15.1404,9.50996
DHX33,8.18607,7.9671,8.32391,7.38099,7.96416,8.04537,12.8497,13.3776,14.4522,11.4528
CASP8AP2,5.40393,5.79125,5.28938,8.68095,8.77791,9.48649,15.6655,15.1555,16.0014,9.74764
FTSJ3,7.87329,6.86377,7.28815,7.79739,7.8837,8.02886,13.5738,13.6519,13.8548,13.1843
TAF6,7.97975,8.3175,8.16818,8.03513,8.162,8.07428,13.8355,13.8522,14.36,9.21541
CDK2,7.00182,7.47086,6.76197,8.31558,8.47799,8.98154,14.4448,14.4645,15.7218,8.35905
PHF13,3.59701,2.45981,3.22527,10.3238,11.3157,10.3637,19.2291,17.6739,18.4809,3.33079
SPRED2,8.13655,9.25058,7.73257,7.43251,8.58689,8.2145,13.0413,12.5533,16.3336,8.71819
NFAT5,4.38515,4.46093,4.1267,9.14496,9.76741,10.0914,17.4428,15.4915,17.1162,7.97297
AREL1,8.27542,6.51018,8.72067,8.27263,9.48253,7.54328,14.6071,13.7323,15.3012,7.55474
ZNF649,5.56038,5.45596,6.55167,8.46831,8.20071,9.96492,14.2107,14.9486,16.7828,9.85591
KLHL24,2.10063,2.17101,2.55265,10.6698,11.2394,11.3864,17.4539,18.706,21.2685,2.45182
DHCR24,9.07662,9.3617,9.14011,7.39677,7.48474,7.8287,13.0104,12.5706,13.5827,10.5476
SNU13,7.51297,7.88939,7.39933,7.92642,8.52942,8.23713,13.6658,13.4897,15.417,9.9329
HNRNPM,9.6372,9.7212,9.51458,7.09889,7.29242,7.20094,11.9268,12.3867,12.9075,12.3139
KDM2A,5.29952,5.42903,5.34282,8.79484,9.17391,9.47218,15.3118,15.3364,16.6319,9.20765
KLHL26,10.6949,10.5586,10.38,6.96516,7.11118,6.39998,11.1785,11.7103,12.3833,12.6181
CDK12,7.29597,7.36052,7.48459,8.0463,8.26315,8.77104,13.94,14.0615,15.1841,9.59288
SGO1,5.02903,5.38779,5.40346,9.10989,8.98305,10.2196,16.2552,15.6582,16.8343,7.11955
FHL2,6.47003,6.85879,6.67458,8.69627,8.48069,9.39039,15.2521,14.9088,15.5077,7.76066
ZNF317,3.58822,3.73417,3.56115,10.2537,10.125,10.4277,16.9505,17.6464,18.3518,5.36135
RAD54B,9.53981,9.33532,8.97711,7.36249,7.16553,7.51171,13.2854,12.633,11.9523,12.2374
BRAT1,13.2319,14.6296,12.8945,5.42433,5.54231,5.15515,8.78426,9.57408,9.34028,15.4235
MDN1,9.91702,10.0721,9.75988,7.062,7.14246,7.00417,11.9449,11.8056,12.6856,12.6062
FANCM,8.05319,8.95603,8.01572,7.48572,8.10928,9.0893,13.1694,14.5187,14.7159,7.88679
ATAD5,8.15376,8.26128,8.14273,7.8182,7.77716,7.92443,13.1907,13.1102,14.095,11.5266
EAF1,5.0631,5.46846,5.14462,9.165,9.50899,9.54136,16.8465,14.5325,17.0635,7.66597
CXXC1,7.74831,8.2217,8.01128,8.0781,8.15436,8.12629,13.7731,13.6304,14.4102,9.84626
FXR1,8.17379,7.87967,8.48931,8.16975,8.12926,8.41514,15.6331,12.5464,14.2378,8.32586
BRD7,7.21562,8.04239,7.85762,7.9098,7.82565,8.78766,13.5237,13.9618,14.5342,10.3415
AEBP2,7.86126,9.19764,8.76909,7.24108,7.58288,7.84688,11.8758,13.5127,13.4492,12.6635
PRMT2,8.00445,4.9005,8.53761,8.1203,8.7936,9.24348,14.1252,16.5426,14.1312,7.60104
PAXIP1,9.40557,9.24742,9.89006,7.47337,7.36523,7.43971,12.2555,12.6923,13.1532,11.0776
SPTLC1,9.00541,9.47775,9.16173,7.55788,7.58813,7.6541,12.1585,12.6424,14.1431,10.611
PRKCH,3.66867,3.99624,4.7863,9.01083,10.1114,9.71747,16.4602,14.7134,18.0061,9.52932
AKAP8,7.88904,7.87327,7.98921,8.13438,7.90979,8.55519,13.2927,15.1609,13.4283,9.7672
NOMO1,7.04722,7.1428,6.71632,8.63513,8.56781,8.48954,14.9569,13.8412,14.9361,9.66696
NSA2,7.86941,6.2365,7.54648,8.38605,8.60627,8.67711,13.9435,14.0969,15.6254,9.01244
CIR1,5.25826,5.57765,5.50188,8.91672,8.89446,9.93072,13.9205,16.3682,16.8919,8.73961
DHX37,9.18905,9.88585,9.09747,7.60371,7.552,7.55739,12.7312,12.5999,13.2823,10.5012
NOSIP,7.35744,7.40675,7.52865,8.54148,8.20702,8.77284,15.1795,14.6605,13.5459,8.79994
SHCBP1,7.79618,7.86713,7.50896,8.40526,8.10602,8.16001,14.5813,13.5272,13.8312,10.2168
POP1,8.40241,8.44447,8.45464,7.9605,8.03428,7.93407,13.1087,13.4989,14.0494,10.1126
SIX4,6.77955,7.26331,3.89758,7.96738,10.9324,8.37873,17.0256,13.7753,15.5472,8.43301
PWWP2A,8.57965,9.37862,10.4331,6.58889,7.27622,8.44378,10.9197,12.1955,14.7805,11.404
KLHDC2,8.60001,6.63991,8.67239,7.87299,8.06325,8.64959,13.6068,14.7343,13.4089,9.75186
KDM5B,6.79329,6.98509,6.56485,8.57274,8.95735,8.69024,14.3062,14.4982,15.6477,8.98429
RTN2,5.82654,6.40364,5.95253,8.9011,9.19576,9.09557,15.2733,14.3147,16.4937,8.54313
EYA3,8.86751,8.87072,8.74881,7.86274,7.77039,8.11675,14.0093,13.0764,13.0871,9.5903
SLC25A25,7.63749,8.07964,7.8493,7.51484,8.42711,9.02556,12.32,14.0631,15.8028,9.28018
ZMYM3,12.5529,12.6126,12.5509,6.17317,6.05734,5.71195,9.49575,10.2751,10.5429,14.0274
CSPP1,8.04778,8.8332,8.53613,7.55955,8.11549,7.72305,12.6708,12.7819,14.0712,11.661
RNF6,4.79693,4.34864,4.80101,10.5619,9.45185,8.88177,16.3226,15.5143,16.9541,8.36682
GTF2H1,7.66578,8.5264,7.88359,8.1154,7.7522,8.49206,12.9147,14.5097,13.7057,10.4344
CISD3,9.07122,8.37922,7.3559,7.65498,8.54754,8.01501,15.7783,12.4341,12.6763,10.0874
PCGF2,10.0251,8.41732,8.78772,7.92033,7.54763,7.53587,13.1952,12.4911,13.1396,10.9402
MAD2L2,10.0518,10.2436,10.5014,7.00954,7.68368,7.2596,11.1678,13.2624,12.6034,10.2169
MTERF3,13.2191,13.6528,13.5925,5.57212,5.46739,5.47257,8.44233,9.34145,10.0686,15.1711
BAZ2A,5.43943,5.32353,5.39602,9.03631,9.31025,9.62781,15.4641,15.2829,16.4217,8.69799
IGFBP2,17.2988,14.7746,17.0673,3.77352,4.45712,4.02891,6.56203,6.92758,7.16564,17.9444
NOC4L,8.57232,8.85476,8.6128,7.5362,7.54734,8.098,12.1165,13.4452,13.4789,11.738
NOC2L,8.27468,8.21065,8.34246,8.05739,8.05333,8.05609,13.3377,13.4091,13.9401,10.3186
FBXL20,4.78809,5.24082,5.20148,9.44132,9.36569,10.309,15.396,16.2056,17.4054,6.64653
BNIP3L,5.23878,6.18783,5.59969,9.0461,9.60665,9.21869,15.2645,13.9713,17.664,8.20246
RNF138,6.67305,6.15753,7.43431,8.47431,8.96991,9.25429,14.7414,14.973,15.1769,8.14528
KBTBD4,8.15017,8.90552,8.37705,7.62114,8.04468,8.81529,13.3793,13.5762,14.191,8.93957
ZNF12,5.46716,5.34263,5.02947,9.37076,10.7324,9.68176,15.4826,15.8064,18.762,4.32473
DNAJB14,7.89617,7.36529,7.74065,8.23701,8.4339,7.86741,14.4985,12.8352,13.8767,11.2492
POLR1B,8.9933,9.55384,9.34292,7.42595,7.35778,7.55946,11.8579,12.5458,13.116,12.2471
CDCA3,8.96035,7.61071,7.91786,8.7158,7.99634,8.17445,14.3096,13.9022,13.5492,8.86351
NOA1,9.85195,10.5928,9.93558,7.1522,6.94817,7.00217,11.5665,11.6667,12.1428,13.1412
CMTM6,9.17236,10.186,8.86888,7.73498,7.89511,7.62894,13.6235,12.0305,13.3253,9.53448
ZNF552,4.46701,5.47569,5.33069,10.4511,9.26306,9.27307,17.3619,13.5129,17.7017,7.16288
IKZF5,5.12484,4.90574,6.20117,9.27225,9.16076,9.8039,13.7371,16.1333,17.4016,8.25932
EHD2,4.72806,4.84703,5.1309,9.28535,9.77313,9.63019,16.1619,15.8681,15.9766,8.59864
ZSCAN29,7.44748,7.45003,8.06188,8.31172,8.67684,7.9782,12.1824,14.8883,14.695,10.3082
DDX49,7.57791,7.49263,7.9547,8.48783,8.79986,9.09953,14.8409,14.0433,15.1985,6.50476
ASB3,7.75807,8.16141,8.00109,8.19741,7.776,8.65193,13.1325,13.5017,14.503,10.3169
ZNF655,7.05736,6.96834,7.26506,8.35542,8.56935,8.67949,13.8712,13.5905,15.3078,10.3354
VCAM1,5.36118,6.47374,5.85258,9.5215,8.5128,9.53557,13.6456,17.555,14.8058,8.73617
HELLS,7.34944,7.63264,7.58276,8.22113,8.49864,8.71738,13.9012,13.8041,14.7393,9.55347
GTSE1,7.86035,8.99858,8.02264,8.13271,8.17922,8.2259,13.7322,13.34,13.8487,9.65971
RALY,6.09357,4.47305,4.4121,11.658,8.7605,8.02326,25.4902,9.57877,12.3554,9.15513
CENPU,5.30187,5.32071,5.70475,9.48118,9.65695,10.1924,15.7347,16.33,16.838,5.43946
SENP6,8.59477,8.43598,8.54502,7.48036,8.21167,8.21271,12.9623,12.4354,14.4468,10.675
FAF2,8.55568,8.70223,8.21746,7.98863,7.87102,8.16468,13.72,12.8188,13.4823,10.4792
CHST10,6.63525,6.29714,7.22107,7.90658,9.92911,8.96682,14.1458,14.2651,16.2051,8.42807
GRPEL1,8.04124,8.2039,8.10814,7.86685,8.38789,8.52513,13.4614,13.7777,13.9646,9.66315
CDK5RAP1,11.9302,12.4481,12.5548,6.07582,6.19668,5.94473,9.85475,9.6836,10.7458,14.5656
SMARCA4,6.98872,7.32107,7.45212,8.30911,8.56486,8.72606,13.6376,13.9721,14.8227,10.2057
RADX,7.07622,9.14898,7.16262,8.00278,8.97037,8.13859,12.9787,13.8869,14.748,9.88684
ZRSR2,7.15047,6.20256,8.26896,8.04733,8.06563,9.87533,13.1004,13.409,16.5419,9.33848
DMAP1,7.41922,7.55542,7.57804,8.59454,8.47961,8.46765,13.7369,14.0897,14.4646,9.61429
CSNK1G1,6.46295,6.89622,7.67599,8.7727,8.92227,8.56218,15.2218,12.5894,15.6579,9.2385
SPIDR,12.0212,11.8959,12.22,5.83842,6.6562,6.94238,9.56249,11.1033,11.4989,12.2611
TAF9,8.77062,8.54713,8.89917,7.99081,8.15061,8.06442,12.8974,13.1608,13.9666,9.55248
DCAF13,4.93022,4.6249,4.92908,10.0394,10.0308,10.2938,16.9069,15.9221,17.3749,4.948
BCL7B,7.19132,6.92536,7.19206,8.97347,8.73518,8.0943,14.0791,13.9144,14.6462,10.2486
CTDSPL2,7.34172,7.38399,7.64494,8.25118,8.51475,8.9626,13.1077,14.1719,15.2324,9.38881
TINF2,6.12057,5.88823,6.33434,9.15862,8.52226,9.55402,15.919,14.5351,14.5082,9.45964
TAF13,3.23053,3.92249,3.16889,10.3019,10.5458,11.3016,15.5361,19.9689,17.5647,4.45916
C2CD2L,8.57743,6.31721,6.82414,9.46108,8.54326,7.64606,16.0515,12.5024,13.7816,10.2954
COQ8A,8.04202,8.26088,8.2943,8.12463,7.92986,8.37483,12.9692,12.96,14.3721,10.6722
MTCH1,5.96232,6.70741,6.45473,8.63303,9.56495,9.30027,13.8306,14.9883,16.5411,8.01733
MIS18BP1,9.0489,8.17734,9.16065,7.68078,7.49968,7.5672,12.0998,12.4079,13.0016,13.3562
NDUFA6,12.5644,13.7082,12.3765,6.14074,6.15088,5.90317,9.48262,9.66622,10.8434,13.1639
ZUP1,5.25208,4.84288,5.25156,9.39977,10.2091,10.1926,16.1534,15.7838,17.1866,5.72816
TULP3,3.03266,2.85268,3.503,10.5247,10.2166,11.2441,17.2401,17.4188,18.0608,5.9067
ZBTB41,6.21037,7.20258,7.98692,9.213,8.60314,9.03129,14.761,14.9794,14.5008,7.5115
SART1,7.57418,7.52797,7.54388,8.49397,8.40145,8.57471,14.4073,13.3497,14.2099,9.91686
ZNF16,5.99689,6.57676,6.72338,8.75223,9.11152,9.36491,14.1454,14.105,16.5902,8.6337
GLS,6.02096,6.51876,6.88521,8.92911,9.04401,9.5352,14.217,15.0735,16.0088,7.76741
ZBTB2,7.02408,6.27799,6.36246,8.16166,9.16356,8.46074,13.2619,13.6114,15.5707,12.1055
GLYR1,7.88147,7.8485,8.15694,8.51403,8.20927,8.47879,13.3957,13.699,14.3572,9.4591
FASTKD2,10.0868,10.4944,10.441,7.08192,7.14997,7.10838,11.2331,11.3642,12.4599,12.5803
MATR3,9.05283,8.96045,8.73961,7.60785,7.92144,7.98295,12.3474,12.5906,13.676,11.1209
BRD4,8.14341,8.49314,8.34008,7.8329,8.14402,8.4103,12.369,13.3794,14.2945,10.5932
CPD,10.5065,11.3467,10.4628,6.99442,7.33581,7.12295,11.7309,11.1749,12.3015,11.0235
ZNF329,3.96254,3.88149,3.94512,8.66487,11.2596,10.3646,15.0547,14.9356,19.712,8.21945
RRP12,7.32058,7.29138,7.24929,8.36686,8.36201,8.74346,13.5409,13.6349,14.6066,10.884
PRPF3,7.90879,7.55941,7.87602,8.42587,8.87218,8.31416,14.5042,13.3754,14.1129,9.05114
PPP1R10,6.96564,7.09044,7.26636,8.51239,8.81784,9.1055,13.737,14.6107,14.9655,8.92868
ACD,6.7866,8.27025,7.4382,8.41861,7.69915,9.30928,13.1559,15.1671,13.2991,10.4558
CDK17,7.95461,8.72481,8.46857,8.47434,8.04208,8.59136,13.7529,13.9986,13.3357,8.65711
ZRANB2,7.44515,7.77677,7.79719,8.46052,8.54623,8.81364,13.6038,14.0532,14.5927,8.91081
ZNF292,7.78596,7.03541,7.78163,8.23269,8.29341,8.65139,12.9934,13.7586,14.4435,11.024
DHX40,7.01702,7.4339,7.20859,8.24621,9.08162,8.85097,13.8883,13.8316,15.0968,9.34498
CCDC61,13.6892,13.5896,13.8127,5.59319,6.02,5.21741,8.89637,9.05488,9.57382,14.5528
GRAMD1A,9.97705,10.5588,10.2831,7.08858,7.18043,7.17375,10.8833,11.5367,12.6326,12.6858
MTF2,7.42838,7.60629,7.34285,8.86187,8.38282,8.68141,14.0208,13.5988,14.7569,9.31998
MDK,11.6426,13.094,12.7463,5.88706,6.47273,5.71118,9.09996,9.33674,11.0843,14.9251
ZNF791,4.10631,3.98328,4.84842,9.92184,9.37299,11.5485,16.036,16.6784,17.6301,5.87411
POLR1A,9.59554,9.94582,9.61751,7.38151,7.31426,7.54221,11.2745,12.3005,12.7121,12.316
CDK19,7.58901,7.57317,8.52305,7.74564,9.01118,8.99056,12.5855,13.6462,15.7691,8.56662
CYLD,10.1825,9.65643,10.3081,7.66951,7.2633,7.68428,12.8016,12.5999,11.4811,10.3533
PCM1,12.0154,12.2875,12.3053,6.37777,6.58244,6.38011,10.5021,10.4564,10.5639,12.529
ZCCHC4,8.78737,9.39774,9.04308,7.71342,7.72033,7.93547,12.4263,12.4756,13.1851,11.3157
SLC9A1,8.29343,8.5023,8.082,8.26715,8.2775,8.30206,13.8931,12.3345,14.2611,9.78693
CENPC,7.07754,5.96593,6.54972,8.83137,9.21988,8.90868,14.6451,14.0301,15.2473,9.52436
RIF1,8.10337,8.31548,8.41963,8.15399,7.94496,8.41708,12.559,13.5492,13.8281,10.7091
CLSPN,4.48215,4.40185,4.64426,9.78721,10.2151,10.3171,17.01,15.3739,16.9969,6.77153
ZNF131,6.74955,6.2099,6.94728,8.93507,8.42603,9.78268,15.0176,13.819,15.367,8.7459
SRRT,7.48703,7.58263,7.58123,8.45335,8.62957,8.96166,13.9777,14.086,14.3282,8.9127
TTF2,11.2073,11.7974,11.1596,6.92178,6.83921,6.99892,11.3314,11.2714,11.1818,11.2912
NFRKB,7.98352,7.87451,8.30218,8.09663,8.51373,8.45343,13.2113,12.9545,14.6211,9.98904
CENPQ,5.77669,5.25784,5.82334,9.46854,10.3491,9.62264,15.0988,14.8286,17.976,5.79849
JADE3,4.6503,3.42334,4.68102,9.12545,9.82396,10.4362,14.8329,15.24,17.7103,10.0765
