Approved symbol,DMSO_1,DMSO_2,DMSO_3,MG132_1,MG132_2,MG132_3,BRD1732_1,BRD1732_2,BRD1732_3,BRD1732_1um
MUS81,11.844,9.69371,11.8297,11.169,11.3666,11.0112,7.15455,6.91209,7.92514,11.094
CYREN,7.97003,7.16529,8.60462,13.1593,14.4149,12.6839,8.19706,8.85523,9.32691,9.62281
WDR4,11.7102,11.3935,11.7602,11.7426,10.397,10.8924,6.86704,7.59186,7.18466,10.4606
IQGAP2,8.1617,7.97054,8.51288,13.1665,12.9902,13.4594,8.54268,8.66251,8.75205,9.78157
RHOQ,6.89349,5.74615,7.67853,14.9633,13.7937,14.6132,8.87892,8.99614,10.5394,7.89718
FOSL2,1.44663,1.58714,1.93885,18.4525,17.9938,18.852,12.2711,11.9886,11.9647,3.50475
RP1,7.46689,7.33498,7.8199,12.5389,14.5082,14.6773,9.31719,8.96092,9.05375,8.322
HDDC2,12.2579,13.1468,12.1384,10.7766,10.3296,10.5669,7.39585,6.8569,6.48981,10.0412
PPID,10.3459,9.98053,10.5676,12.198,11.9546,12.1113,8.21484,8.24217,7.29111,9.09392
RAD9A,9.13348,9.74361,9.69692,12.0907,11.6704,13.461,7.57178,8.32825,8.4753,9.82858
OTULIN,10.6354,10.6241,10.6381,11.6188,11.739,12.0976,7.76527,8.13872,7.3091,9.43404
RNF7,9.61262,9.85761,9.89892,12.6742,12.087,12.033,7.92295,7.62448,8.53785,9.75132
PCNX3,9.72136,11.2161,10.7168,12.4051,11.5198,11.5027,7.36837,7.2862,8.53286,9.73071
HEATR5B,12.7433,12.077,12.8354,10.3417,10.5562,10.3091,6.94368,6.89761,6.57819,10.7179
DENR,11.9829,11.328,12.3924,11.5335,11.2225,10.7113,7.58256,7.74894,6.56567,8.93228
IFT172,13.192,14.0454,13.286,10.0964,9.26789,9.70937,6.33016,6.58172,6.10427,11.3868
ZNF485,11.6142,12.0772,10.911,9.33095,11.3167,11.5503,7.36554,5.95108,7.74089,12.1422
TNRC18,8.244,8.33562,9.55435,13.3834,12.4443,13.0707,8.406,8.11167,8.90277,9.54722
IFT27,11.1858,10.9317,10.8711,11.586,10.588,11.8102,7.56975,7.76071,6.87646,10.8204
CCDC25,11.1984,12.1242,11.7399,11.0838,11.0156,11.6572,7.20145,8.00905,6.84601,9.12438
BLTP3A,11.8882,10.8056,10.3432,12.0305,10.6563,11.3145,7.18044,8.231,6.78467,10.7656
TP53BP2,6.84578,6.95638,7.08722,14.5712,14.9853,14.7336,10.188,9.47516,9.24905,5.90826
PGLS,12.3263,11.2972,11.8748,11.2332,10.681,10.8342,7.53468,7.47889,6.35004,10.3897
AVL9,11.6902,11.8868,11.8,10.8365,11.3405,11.1021,7.09754,7.51384,7.09485,9.63758
TFAP4,8.82032,8.55653,8.69404,12.3189,12.5564,13.041,8.09498,8.37711,8.2576,11.2831
EEF2KMT,12.6583,11.0156,12.0617,11.0288,10.3885,10.0934,7.33465,7.10911,6.1065,12.2034
PKNOX2,10.7926,11.2374,10.5832,11.5869,11.1462,11.7339,7.18404,7.83309,7.46094,10.4417
HES1,7.18099,7.23909,7.56259,14.6422,14.0988,13.942,8.73706,9.18948,9.8995,7.5083
PSAT1,11.4931,10.9572,11.0553,12.3084,11.0906,11.339,8.10732,8.00954,6.52858,9.11101
TPD52,12.7493,12.3116,12.4006,11.25,10.269,10.4772,7.94169,6.85524,6.05962,9.68593
IFNAR2,10.8197,9.79132,11.0389,12.1643,9.84216,12.1996,6.65379,7.60368,8.03726,11.8492
FAM241B,3.06056,4.71794,4.12504,15.3229,16.8837,15.7481,9.30385,10.1524,11.794,8.8916
ZFYVE19,12.1034,12.0206,12.5988,10.6021,10.6685,11.1117,6.9668,7.32543,6.80876,9.79393
NFATC2,3.93452,2.88004,4.9262,15.9885,17.4688,16.5657,11.8965,10.9297,9.7671,5.64296
PAICS,12.6078,14.3136,13.6965,10.4434,10.102,9.8974,7.11234,6.65945,6.06249,9.10505
FOXO3,9.46819,11.387,9.63428,11.3448,12.3963,12.8843,6.83219,8.73969,8.28507,9.02822
MAPT,9.23619,7.72826,8.29552,14.4142,13.8147,11.0104,11.0281,7.94235,6.58611,9.94415
PREP,12.3139,11.88,11.6469,11.3952,10.7744,10.8061,7.65491,7.42679,6.39411,9.70767
RBMXL1,6.50342,5.89726,6.95257,13.9072,13.6509,14.6714,7.37725,11.6103,8.51315,10.9165
SLC35C2,7.47688,7.8696,9.32071,12.9221,14.4771,13.9903,8.27688,9.93385,8.73478,6.99778
STEAP2,10.8594,12.5362,11.1493,12.0546,11.7395,9.82356,7.16145,6.95728,7.7666,9.95205
DYNC1I2,10.9032,11.654,11.1135,11.3303,11.613,11.5767,7.62374,7.75849,7.08096,9.34602
TAOK3,10.4247,11.1244,10.4758,11.572,11.2263,12.2872,7.64274,7.6438,7.54059,10.0624
SRP54,10.0134,9.8562,10.0238,12.7935,12.1007,12.5416,8.49359,7.94821,7.91383,8.31512
WIPF1,11.1695,13.7775,10.053,11.1251,9.62732,12.1087,6.92764,8.8648,5.57112,10.7753
PAAF1,10.7897,11.8577,10.6686,11.1157,11.1037,11.64,6.78102,8.11455,7.10919,10.8199
UNK,12.0582,10.5365,11.9312,11.1518,11.8834,11.0239,8.13054,7.20376,6.7928,9.28796
DNPH1,12.6274,12.3677,11.8349,11.121,10.5743,10.3918,7.36274,6.99474,6.48737,10.2382
AGPAT4,9.02486,8.62326,8.78592,13.0183,12.2852,13.0703,8.25376,8.44094,8.23339,10.264
MYH6,10.5913,7.4232,7.32662,12.5285,14.8221,11.339,11.4142,8.25062,5.46562,10.8388
H1-6,7.51135,7.86917,8.28813,13.1257,13.7118,14.1651,8.2986,8.78159,9.54725,8.70129
WNK1,10.2106,10.9063,10.7241,11.8558,11.6502,12.2225,7.77465,7.9861,7.42613,9.2437
SASH1,5.94638,6.55981,6.35148,14.9188,14.738,15.4247,9.71896,10.3403,9.18643,6.81514
FNDC3B,12.8519,13.5449,12.8866,10.5556,9.98022,9.8309,6.49217,6.42426,6.76935,10.664
RAPGEF3,6.40307,14.0434,8.8799,10.0758,9.08825,10.2368,6.61815,7.55384,4.87845,22.2223
DDI2,11.608,11.7206,11.5821,11.1025,11.1347,10.999,7.4568,7.33406,6.7386,10.3237
RABGAP1L,12.8519,12.2192,10.9058,10.9028,11.0277,10.6705,7.55297,7.25418,6.30873,10.3062
COL5A2,12.1405,11.4346,12.7325,10.6081,10.9176,10.6725,6.71571,6.73983,7.39329,10.6454
KHK,13.0038,13.8991,12.9586,10.259,9.99599,10.229,6.30629,7.06608,6.3612,9.92086
HOXC9,11.214,14.7941,12.7203,10.548,10.0943,9.99,6.02134,6.34304,7.46072,10.8142
MAPKAPK2,12.3994,11.4649,12.4394,10.7933,11.2832,11.0385,7.62295,7.08974,6.71619,9.15232
ZMIZ1,10.8979,11.8786,11.1033,11.3383,11.2067,11.3357,7.11169,7.88674,6.92482,10.3162
ADISSP,13.0173,13.5964,13.7108,10.4258,8.73606,10.4086,6.31612,7.10422,5.70388,10.9808
PRRG1,10.6907,10.808,10.4037,11.2799,11.061,11.5897,7.742,6.70857,7.48885,12.2276
ZNRF1,10.5363,9.94571,9.22996,13.5659,12.3147,12.392,8.69139,8.70899,7.34537,7.2697
RAB28,14.5049,12.6387,11.9206,10.7414,10.2354,10.0749,7.67955,6.65594,5.74065,9.80792
SCRN3,12.661,12.5355,12.048,10.709,10.1901,11.1639,7.26236,7.17334,6.29273,9.96408
DHRS11,12.608,12.9642,12.2448,11.6812,10.7236,9.36889,6.27232,7.64492,6.62362,9.86844
A2M,9.87326,9.76169,10.1444,12.2087,12.6545,12.1369,7.85504,7.95696,8.10383,9.30483
DENND4B,12.3056,12.6055,12.5088,9.75062,10.466,12.0214,7.11276,6.65325,7.06778,9.50842
ARHGAP31,11.9494,11.7085,12.6989,10.8198,10.3146,10.9296,6.99494,6.81448,6.90983,10.8598
RIOK3,11.8215,10.6874,10.7311,11.9459,11.3755,11.0527,8.65671,7.53099,6.00038,10.1978
CAB39L,9.12204,9.88681,9.01547,13.039,11.5039,13.3356,7.32522,8.94238,8.17821,9.65139
PIWIL2,10.7421,10.4222,11.5455,11.4952,11.6294,11.8256,7.51161,7.73761,7.3004,9.79042
H2BC11,7.15842,6.0939,6.63687,14.6589,13.6807,14.7497,9.27868,9.20948,9.30862,9.22474
CHML,12.6116,11.0487,13.1352,9.2733,10.353,13.2675,7.52299,6.53252,7.16082,9.09436
FAM222B,8.98101,8.58995,10.1208,12.381,11.8703,13.0081,8.01354,8.17799,7.83735,11.0199
FBXO2,10.9336,9.94298,9.94317,11.844,11.3751,11.1361,7.3121,7.9676,6.86836,12.677
GNB1L,12.7031,12.3079,12.212,10.7618,10.6555,10.5296,6.94346,7.0233,6.62104,10.2424
PGM3,11.1024,11.9607,11.3489,11.5143,10.6643,11.7957,7.25397,8.14993,6.48932,9.72058
SORCS1,9.83007,9.45914,9.77592,12.0934,12.1981,12.5205,8.07676,8.02159,7.6207,10.4037
SNX18,11.4848,11.2512,11.6028,11.0824,10.4654,11.2053,7.06939,7.30015,6.72724,11.8111
GEMIN7,12.3492,11.3616,10.7932,11.2639,11.9377,11.197,8.04759,7.54103,6.56241,8.94625
PIH1D1,11.5889,10.3664,11.407,12.1906,11.4655,11.4454,7.85456,7.54729,7.20008,8.93425
RPL22L1,10.2292,10.5823,10.4657,12.4235,11.5724,12.0105,7.5068,8.49322,7.17724,9.53916
LDLR,9.85948,10.5547,10.5272,11.8835,12.6356,11.8529,7.56932,7.81864,8.01984,9.27892
PKN3,9.67602,11.8071,9.87363,12.1439,12.5762,10.8516,8.19472,7.99101,6.69826,10.1876
PHPT1,13.3548,11.8448,12.4205,10.4572,11.1117,10.2584,7.11629,7.22472,6.11964,10.0919
EMB,8.34543,10.7875,8.53861,12.9934,12.5178,12.6901,7.94041,8.00883,8.60488,9.57299
ZWILCH,12.146,11.4116,12.3921,11.4445,10.9837,11.1451,7.72417,7.4451,6.40473,8.90304
GPSM1,12.7452,12.0288,11.9621,10.4028,10.6854,10.4019,6.61173,6.95851,6.65941,11.5442
DNM2,12.5197,12.1955,12.4377,10.8282,10.579,10.6145,7.01625,6.99925,6.55407,10.2559
FADD,9.3525,9.8138,9.45575,13.3209,12.1171,12.4592,8.45047,8.29149,7.59367,9.14501
GATD1,12.3488,15.813,13.0213,10.0978,9.52739,10.1733,5.72591,7.16919,6.23478,9.88848
PRPSAP1,11.0857,10.6498,11.2763,11.6573,11.2109,11.6226,7.4204,7.86393,6.85189,10.3613
DYNC1LI1,11.695,11.2678,11.9058,11.563,10.9444,11.4163,7.39505,7.50791,6.86441,9.44037
UCHL1,9.825,10.9738,9.95424,12.1139,11.8,12.2243,7.76582,8.60153,6.80056,9.94082
CNDP2,12.7104,12.228,12.2983,10.9845,10.6227,10.3294,7.30999,7.15387,5.98742,10.3754
ASF1B,10.4816,10.2118,10.9684,12.3837,11.654,11.6433,7.50648,7.62902,7.70176,9.81991
HAGH,11.0258,10.8602,11.4436,10.9325,12.233,11.4906,7.16097,7.43671,7.57641,9.84025
UPF3A,9.88378,9.84283,9.96874,12.3882,12.2514,13.2426,8.28087,8.08816,7.86378,8.18968
FUT8,7.40052,8.86981,11.8111,12.7768,12.559,13.5002,8.38869,8.85292,7.59975,8.24117
CIAO2B,11.3203,10.424,10.3297,12.3468,11.8645,11.3878,7.21187,7.70863,7.84822,9.55814
KATNAL1,12.1161,12.4526,11.3046,10.8619,11.0187,10.8479,7.17318,7.19322,6.55214,10.4797
B3GNT9,14.122,13.1307,13.6882,10.39,10.6919,7.20783,5.44795,5.86763,6.7641,12.6896
NUCKS1,9.16944,9.01015,9.34992,11.9522,13.8673,13.3065,8.99366,8.08651,7.9162,8.34822
CTIF,9.9773,10.2235,10.2717,11.8039,11.8193,12.3098,7.65191,8.1226,7.18126,10.6388
TYW3,11.313,12.1831,10.8397,11.879,10.6901,11.8021,7.32198,7.7397,6.89447,9.33682
PSMG3,12.5724,11.7575,12.0763,11.5362,10.6911,10.5327,7.29056,7.13437,6.49733,9.91149
CMC1,10.6755,8.55161,9.99033,10.9135,13.2323,11.6464,6.38664,9.8674,6.59901,12.1374
ATXN10,9.66973,9.84099,9.74498,12.5684,11.9247,12.4911,7.9986,8.29281,7.31302,10.1557
NADK,11.4356,11.0715,11.1928,12.1987,10.15,12.1809,8.24279,7.86147,5.93156,9.73462
WASH3P,12.4249,12.2259,12.365,11.0356,10.7842,10.6465,7.34543,6.76319,6.60903,9.8002
F2R,7.34289,9.37986,7.93744,12.9031,14.6422,13.1374,8.95991,8.02584,8.96989,8.7015
LRRC8B,10.2397,11.2325,9.57885,11.8035,11.8554,11.3572,8.58796,6.26804,7.48061,11.5963
FAM114A1,11.1249,10.1306,10.8616,12.2636,11.439,11.8086,8.15796,7.82643,6.65903,9.72829
PRNP,11.4754,10.9029,9.33831,12.2292,12.73,11.465,8.57882,7.06226,7.58245,8.6355
PGAP1,8.36152,7.37966,8.49758,13.2424,14.4918,13.7093,8.15719,8.23743,10.0255,7.89758
HAAO,13.1911,13.4129,12.6175,10.717,9.60643,10.7484,7.34082,6.76143,5.70586,9.89851
BAHCC1,8.26946,9.17292,8.52164,14.2665,12.2577,13.1107,8.33484,8.91504,8.00355,9.14763
F10,7.92158,7.82472,7.39685,13.6833,13.9554,13.8442,8.64934,8.50194,9.27592,8.94674
FANCC,10.6226,11.852,11.3969,11.1067,11.7551,11.8349,7.27794,7.21143,7.61409,9.32828
THOP1,12.6685,12.9763,12.4891,10.8065,10.4621,10.3719,7.0361,6.76408,6.35185,10.0736
SH3RF1,10.6249,13.6215,11.5272,11.753,10.2127,11.5941,6.96166,7.72774,6.6841,9.29318
CSTB,12.3715,11.5014,12.3302,11.4095,10.6513,11.0563,7.07097,7.6809,6.33735,9.5905
CEP85,9.89885,9.76831,10.2816,12.1915,12.9659,12.408,8.41667,7.84956,7.65382,8.56575
ANKS1A,11.1667,12.1138,11.4592,10.787,11.1558,11.1163,7.31077,7.04311,6.69623,11.1511
BLOC1S4,12.2243,15.2824,11.3275,10.4821,10.0097,11.1267,6.76695,6.59192,6.76429,9.42411
HSP90AB4P,8.97558,7.21583,8.74805,15.5482,12.887,13.0595,10.4031,9.31924,6.67073,7.17273
NCK2,10.5055,11.51,10.8038,11.7956,11.1928,12.2479,7.36251,8.11465,6.92311,9.54405
VPS28,12.7597,11.9084,12.4078,11.0348,11.0895,10.6877,7.24876,7.10239,6.50726,9.25377
BCAT1,11.6456,12.5729,11.6737,11.3284,10.4201,11.5182,7.12537,7.76285,6.2502,9.70265
SEPTIN3,8.84736,9.9293,9.33457,12.6841,12.4136,12.5314,7.98235,8.50057,7.4215,10.3553
KAZN,8.37624,9.26046,9.25863,14.069,12.2615,11.6782,8.16716,7.79432,8.1737,10.9607
IQSEC2,12.1894,13.5023,11.253,9.03901,10.709,10.8155,5.77379,7.44611,6.16436,13.1075
KLF3,8.34031,7.08553,8.71493,13.6096,13.2133,13.9336,8.29481,8.48001,9.07396,9.25399
SUPT16H,5.30191,4.42406,5.03404,16.0557,15.3335,16.8567,10.3251,10.2635,9.99972,6.40583
NDFIP2,10.3141,11.8684,9.99013,11.9569,11.8632,12.0186,8.08922,7.37341,7.25029,9.27571
RPS19BP1,10.1009,9.7135,10.3,13.6635,12.1626,11.3461,9.1259,6.95106,7.48069,9.15578
PEF1,11.3917,10.1569,11.0446,12.1136,12.2258,11.2676,7.72493,7.81272,7.01258,9.24955
NT5C,12.1616,10.9034,11.8817,11.5573,11.3208,11.1754,7.6074,7.24981,6.69348,9.44909
TMEM263,12.9633,13.6232,11.9885,11.1545,9.6623,10.4734,6.8153,6.79933,6.1866,10.3335
C5orf34,9.971,12.5304,10.2827,10.7665,12.8556,11.3655,7.75134,7.75435,6.63353,10.0891
SRGAP1,8.15069,7.01191,8.15727,13.8671,14.8457,13.1605,10.1641,7.95288,8.36316,8.32663
LRRC47,12.4338,12.7506,12.3141,10.8962,10.8896,10.6247,7.06286,7.00183,6.42781,9.59861
ZNF84,10.4432,13.2475,10.5713,11.0705,11.9255,11.3556,6.44185,7.41229,7.85541,9.67686
TBC1D13,11.3448,12.3928,12.0302,11.2422,10.9413,10.9948,6.98574,7.3803,6.59527,10.0925
VAC14,10.9113,11.105,10.937,11.8417,11.5668,11.5081,7.42354,7.41784,7.21787,10.0709
ENOSF1,13.5563,16.0758,13.5205,8.75136,8.31925,12.102,5.60687,7.13679,5.66448,9.26665
APBB2,9.88866,8.65909,9.49957,12.3918,12.5847,12.0906,7.7193,7.8374,7.81321,11.5157
TBC1D2B,12.2978,12.4704,13.6597,10.4057,10.4245,10.3485,6.47762,6.58169,6.5836,10.7504
TRAF3IP2,5.51833,4.87955,7.90716,12.1863,14.4828,17.8273,10.2955,10.6036,7.13239,9.16722
EXOC7,8.07205,7.72333,8.13331,14.3776,13.946,14.2574,9.14567,8.72441,8.93341,6.68681
ACAP2,9.73151,9.90622,9.83264,12.689,12.3998,12.6737,8.39964,8.1317,7.23462,9.00119
CGGBP1,10.2449,10.4028,10.3158,12.4817,12.5613,11.6614,7.41741,7.34151,8.33597,9.23729
CYTH1,7.52683,7.54261,7.65701,14.1344,13.7394,15.0621,8.59369,9.9249,8.49553,7.32344
TAB2,10.0609,8.72672,10.134,15.1405,9.78444,11.4926,7.79738,8.38449,6.71864,11.7602
VAV2,12.6087,11.9622,12.8342,10.2638,10.9944,10.3224,6.96136,6.74153,6.15205,11.1593
RBMS2,12.849,12.8073,12.6374,10.47,10.4237,10.0877,6.61727,6.26304,6.58608,11.2585
EXT1,9.41867,10.0516,8.45207,12.6273,14.0459,12.9322,8.07863,7.69024,9.11466,7.58875
SNX8,10.7547,10.6695,10.5012,12.1441,12.2396,11.6223,7.77235,7.45485,7.38624,9.45512
NGLY1,12.6273,12.9982,12.4396,9.99064,10.6258,10.4541,6.57017,6.92186,6.01154,11.3607
ZPR1,10.853,11.3561,11.2382,11.8226,11.5298,11.9177,7.57591,7.84515,6.71784,9.14372
BET1L,9.52158,11.6467,9.6497,11.398,12.1135,12.4617,7.63387,6.87555,8.06673,10.6327
DNAJC12,11.8342,11.3272,10.3337,11.7194,12.0781,11.5076,8.34765,7.35876,6.44335,9.05005
VPS18,11.7585,11.7678,11.8352,11.2966,11.0646,11.3606,7.0046,7.10508,7.0439,9.76311
LPP,12.358,11.5538,12.9365,10.9219,10.6988,10.9205,7.00617,7.15907,6.2465,10.1987
HAUS2,13.9771,13.5874,14.0654,9.8646,9.82155,9.80511,6.13199,6.59147,5.77014,10.3851
NOL3,10.9066,11.5393,11.4232,11.9547,10.864,11.7346,8.10497,7.06175,6.49722,9.91371
CGN,12.376,12.0869,12.0817,10.6378,10.746,10.8578,6.64427,6.73493,6.82905,11.0055
GALM,10.6865,11.9128,11.6436,11.1223,10.8263,11.5619,6.99425,7.50355,6.49051,11.2584
GTF2A2,10.4072,11.1402,9.85265,12.2564,12.3193,11.8071,7.34941,8.45029,6.97673,9.44074
NCOA7,9.95373,9.7134,9.87735,12.4616,12.41,12.8879,7.64673,8.13197,7.85259,9.06472
LRRC58,14.2593,15.2306,14.2228,8.99598,8.79029,9.47749,5.68262,6.19411,5.1853,11.9616
URM1,12.4484,9.52976,11.1835,12.5394,10.9065,11.3234,6.80134,8.07768,6.87882,10.3112
NEGR1,11.6074,13.3345,11.7571,10.868,10.6957,9.36092,6.09619,6.70663,6.54896,13.0245
TMEM169,10.0008,8.96031,10.3845,14.3115,11.4333,12.3202,8.39377,8.39175,7.01138,8.79235
ASAP2,8.48637,8.20148,9.26795,13.3746,12.5702,14.0282,7.83404,8.79123,8.36015,9.08571
SERPINF2,9.68347,8.10617,8.7854,13.333,13.2596,12.4206,7.93949,7.90618,8.53328,10.0328
SETD7,8.84214,8.58458,9.26837,12.5481,13.991,13.255,8.79926,8.13837,7.9235,8.64969
DUSP22,15.2985,15.8432,16.0872,8.38918,8.05058,8.98674,6.06928,4.8681,4.94583,11.4614
AKR1B1,9.30246,9.39637,9.29811,12.7194,12.3264,13.0318,7.96108,8.36465,7.45891,10.1408
SLC38A1,7.3196,7.2942,7.27057,14.3776,15.0359,14.2097,9.35551,8.71099,9.17177,7.25412
KPTN,12.9038,12.7519,12.5776,11.6171,12.0868,8.66557,6.7396,7.03723,6.43133,9.18905
GCOM1,9.24629,8.74489,9.63668,13.2982,12.9732,12.8526,8.49124,8.19769,7.73332,8.82589
ISG15,11.1759,12.2518,11.8366,10.6567,11.0824,11.7086,6.98411,7.28075,6.60381,10.4193
GCLC,9.47058,10.0364,9.77664,12.1788,12.0028,13.401,7.34932,9.08655,7.012,9.68585
KIAA1143,11.6095,8.78074,11.5038,12.3222,12.1814,11.2655,8.23419,7.55342,6.52672,10.0226
SLC26A2,10.8627,12.2496,11.0968,10.918,10.7216,12.485,6.43034,7.02142,7.82046,10.394
ZNF7,6.71044,6.86469,7.69331,13.0474,12.8678,17.3103,9.08389,11.049,6.80384,8.56937
PAPOLA,11.5662,11.3932,11.3781,11.6047,11.7526,11.2388,7.11249,7.436,7.00825,9.50962
ZC2HC1A,11.429,11.0917,11.7084,11.2238,11.7464,11.3551,7.02339,7.63403,6.72868,10.0595
MAF1,7.3318,9.81377,8.45574,13.1723,13.2614,12.8686,7.00685,8.46059,8.99345,10.6354
KCTD20,7.10468,7.66401,7.69778,14.3136,14.9671,13.7149,8.89959,8.90256,8.9544,7.7815
DIS3L2,12.9163,14.1229,13.1509,10.2716,9.90674,10.1354,6.48747,6.59332,5.77692,10.6383
ABHD14B,12.508,13.2046,12.0574,10.5703,10.8347,11.0536,6.3792,7.43114,6.36796,9.59302
TRO,9.98108,9.74562,10.5428,12.028,13.2423,12.2098,7.7173,7.48136,8.09872,8.95303
SPIN4,6.56114,6.95087,6.86902,14.6435,14.5281,15.7828,8.8596,9.337,9.74079,6.72728
PRKRIP1,10.524,10.7737,10.7308,11.6939,11.5316,12.2062,7.13943,7.6296,7.24523,10.5257
PTGR1,13.661,12.0958,12.262,11.1507,10.4998,10.4705,7.04548,6.7478,6.14375,9.92323
SCRN1,13.1056,12.5903,13.103,10.8809,10.0851,10.3252,6.55569,6.89705,5.96901,10.4882
GLI2,12.1435,11.86,12.8947,10.8915,9.79976,10.698,6.47083,6.61835,6.38526,12.2381
FLNC,8.55213,8.54736,8.45841,14.0519,12.811,13.577,8.72357,8.43459,7.91944,8.92451
BHLHE40,7.84472,8.90981,8.83449,13.0013,13.2714,13.9459,7.71031,9.02032,8.19304,9.26866
ANKRD17,9.98024,10.0171,9.90878,12.7962,12.3521,12.4655,8.13143,7.81081,7.36421,9.17369
PDE4A,10.8953,11.3387,9.8778,11.9271,11.897,11.598,7.52479,7.72599,6.69609,10.5192
UBE2Z,10.3605,9.52608,10.2359,12.7658,12.082,12.4922,7.93933,8.23499,6.9607,9.40261
LIMD1,12.5436,12.9434,12.6792,10.3092,10.0181,10.5961,6.36696,7.06411,5.71144,11.768
OPLAH,11.1542,11.4184,11.077,11.4617,11.6292,11.4884,7.26754,7.37922,6.75386,10.3705
SH3GLB2,12.6826,13.5646,13.0022,10.3948,10.0503,10.3717,6.44161,6.85418,5.76172,10.8763
TAB1,12.8148,13.0449,12.5979,10.6747,10.3432,10.3979,6.48797,6.69332,6.22669,10.7187
TMEM104,9.39752,10.761,8.58468,12.7347,11.8007,13.3262,7.75877,8.36082,7.26787,10.0079
ANKRD11,5.6295,5.77109,6.05697,15.1916,15.2637,16.0286,9.30949,9.21469,10.1877,7.34674
PPFIBP1,12.1351,12.8801,12.0518,11.1846,10.8154,11.2167,6.77125,7.22471,6.5115,9.20882
TIA1,12.13,10.3989,11.0648,11.6784,11.8811,11.351,7.67889,6.92924,6.93842,9.9493
CCDC91,9.01282,9.05013,8.79377,13.6774,13.4791,12.7649,8.50341,8.55692,7.55713,8.60444
KCTD15,10.0249,10.2933,10.0112,12.3506,12.6737,12.3648,8.00917,7.62082,7.4232,9.22829
SULT1E1,10.2827,11.2971,11.0752,12.0254,12.1473,10.7654,7.32687,7.2413,6.97323,10.8654
CHURC1,11.6906,10.7969,10.9816,12.5432,11.0152,11.1125,8.09608,7.01201,6.2685,10.4835
ZNF282,6.06688,5.20902,6.89893,15.9134,15.7468,15.4347,9.6075,9.40598,10.0191,5.69768
RNF214,12.4222,11.5996,12.6758,10.7955,11.0432,10.9271,6.91196,6.76487,6.51049,10.3492
MYH7,10.1371,6.83584,6.63389,13.4721,14.6803,12.7006,11.2166,8.61067,5.33703,10.3759
MTAP,10.8504,11.0707,10.9888,11.9713,11.746,11.7363,7.75075,7.58753,6.49716,9.80095
ACOT7,11.2708,10.6196,10.4872,12.2277,11.4297,11.7545,7.63567,7.54615,6.61896,10.4097
AKR1A1,12.1085,12.3983,12.3494,11.2373,11.0271,11.1221,7.00961,7.29185,6.25063,9.20505
SOWAHC,11.6865,14.0676,12.4134,11.2009,10.9351,10.1629,7.05599,6.8713,5.94259,9.66382
BLOC1S1,12.8238,11.7543,12.0729,10.9586,11.2279,10.6477,6.80484,7.0354,6.35528,10.3193
STON1-GTF2A1L,11.639,13.4514,11.5001,10.2246,10.3834,10.4906,6.54683,6.95557,5.62042,13.1881
CD151,15.1691,18.4752,17.4329,7.50836,7.73645,7.2159,4.63819,4.07984,5.09121,12.6529
ASF1A,10.8956,10.328,10.6402,11.5609,11.6242,11.9684,7.48699,6.92489,7.19866,11.3722
PRKG1,8.52962,9.07759,9.24299,12.0203,13.4341,13.4561,7.97274,8.60987,7.33476,10.3219
KLHL29,11.2194,10.6112,11.9121,11.907,11.7736,11.4974,7.1356,7.11838,7.36425,9.46108
RABL6,11.932,12.1718,12.1781,11.1558,11.3469,11.2481,6.88734,7.30626,6.54651,9.22719
SLC22A8,7.90558,7.62686,7.9973,14.6365,13.1006,14.8587,8.03146,9.25196,8.87877,7.71221
DENND10,13.2466,13.1526,13.2927,9.20709,10.602,10.5381,5.22741,6.89295,6.51567,11.3248
DPYSL5,5.22261,4.77722,5.68246,16.3125,15.9044,16.1275,10.339,9.95013,9.37136,6.31272
SHARPIN,13.6491,14.3717,14.6361,9.44819,9.22832,9.67213,5.76299,6.30584,5.31999,11.6057
NLE1,12.5431,11.1651,12.3994,11.0164,10.725,11.1184,6.46856,6.88526,6.80002,10.8789
LENG1,9.78802,10.2596,10.861,11.8793,12.645,12.5847,6.95173,8.05789,7.74982,9.22301
DLGAP4,10.4374,10.1443,10.1671,12.9168,12.2141,12.1421,8.25304,7.72898,6.87786,9.11835
SRGAP2,12.4916,12.8324,12.3627,11.1236,10.7451,10.9159,6.72956,6.98783,6.38967,9.42169
PNMA1,6.49063,7.28558,6.94983,15.1486,14.9435,15.345,8.76947,9.72755,9.36833,5.97157
B4GALNT1,8.00857,9.05462,8.69974,12.5194,13.4561,12.9907,7.31119,7.95914,8.61744,11.3831
ZNF48,5.80421,6.7797,8.12748,12.9932,14.3744,15.076,7.34563,8.24423,10.4215,10.8336
GPBP1L1,10.0464,11.2585,11.2701,10.7544,12.8525,12.9019,7.62793,7.39981,7.34211,8.54638
LRSAM1,11.1318,10.8729,10.5703,11.7687,11.6725,11.9129,7.53734,7.5491,6.5692,10.4153
METTL2B,11.7399,11.4275,12.1653,11.4925,11.0327,11.471,7.18086,7.55694,6.08383,9.84946
GAK,12.8021,12.8381,12.9405,10.5362,10.2709,10.1999,6.16808,6.49081,6.32701,11.4265
POLR3K,9.75171,8.82452,9.52103,13.0147,13.182,12.9512,8.02346,7.97257,7.95797,8.80085
SNW1,8.57375,8.31385,8.56711,13.6763,13.7218,13.8034,8.84614,8.00224,8.34753,8.14787
SH3PXD2B,12.551,12.2221,12.5697,10.7626,10.7401,10.5937,6.50121,6.92377,6.20247,10.9333
